100000
6175.049878	42.857395	5.440334
6175.022157	42.871112	5.429046
6174.970931	42.897113	5.407633
6174.921440	42.923110	5.386202
6174.896032	42.936823	5.374889
6176.741611	42.857875	5.440750
6176.714129	42.871589	5.429464
6176.663346	42.897583	5.408058
6176.614283	42.923573	5.386633
6176.589094	42.937282	5.375323
6179.948535	42.858785	5.441536
6179.921507	42.872492	5.430257
6179.871563	42.898473	5.408861
6179.823311	42.924450	5.387448
6179.798538	42.938152	5.376144
6183.155461	42.859694	5.442322
6183.128887	42.873394	5.431048
6183.079783	42.899362	5.409664
6183.032341	42.925326	5.388262
6183.007984	42.939021	5.376964
6184.847197	42.860173	5.442736
6184.820862	42.873869	5.431466
6184.772200	42.899830	5.410088
6184.725186	42.925787	5.388691
6184.701049	42.939479	5.377397
6174.896032	42.936823	5.374889
6174.871106	42.950535	5.363571
6174.825180	42.976525	5.342102
6174.780989	43.002511	5.320615
6174.758376	43.016218	5.309272
6176.589094	42.937282	5.375323
6176.564383	42.950990	5.364008
6176.518854	42.976973	5.342545
6176.475045	43.002952	5.321064
6176.452627	43.016656	5.309724
6179.798538	42.938152	5.376144
6179.774236	42.951853	5.364835
6179.729459	42.977823	5.343384
6179.686374	43.003789	5.321913
6179.664327	43.017485	5.310580
6183.007984	42.939021	5.376964
6182.984090	42.952715	5.365661
6182.940066	42.978672	5.344221
6182.897705	43.004625	5.322762
6182.876028	43.018314	5.311435
6184.701049	42.939479	5.377397
6184.677371	42.953169	5.366097
6184.633743	42.979119	5.344663
6184.591764	43.005065	5.323210
6184.570282	43.018751	5.311886
6174.758376	43.016218	5.309272
6174.736246	43.029923	5.297924
6174.695620	43.055902	5.276399
6174.656729	43.081877	5.254855
6174.636912	43.095578	5.243483
6176.452627	43.016656	5.309724
6176.430689	43.030358	5.298380
6176.390414	43.056329	5.276860
6176.351859	43.082297	5.255322
6176.332214	43.095995	5.243953
6179.664327	43.017485	5.310580
6179.642750	43.031180	5.299241
6179.603141	43.057139	5.277733
6179.565224	43.083094	5.256207
6179.545903	43.096784	5.244844
6182.876028	43.018314	5.311435
6182.854814	43.032002	5.300103
6182.815871	43.057948	5.278606
6182.778590	43.083889	5.257091
6182.759594	43.097572	5.245734
6184.570282	43.018751	5.311886
6184.549260	43.032435	5.300556
6184.510667	43.058374	5.279066
6184.473723	43.084308	5.257557
6184.454898	43.097988	5.246203
6174.636912	43.095578	5.243483
6174.617578	43.109278	5.232105
6174.582253	43.135245	5.210523
6174.548663	43.161208	5.188922
6174.531642	43.174903	5.177520
6176.332214	43.095995	5.243953
6176.313047	43.109691	5.232578
6176.278027	43.135651	5.211002
6176.244727	43.161607	5.189408
6176.227853	43.175299	5.178008
6179.545903	43.096784	5.244844
6179.527052	43.110473	5.233475
6179.492611	43.136420	5.211911
6179.459861	43.162363	5.190328
6179.443267	43.176048	5.178935
6182.759594	43.097572	5.245734
6182.741060	43.111255	5.234371
6182.707197	43.137189	5.212818
6182.674998	43.163119	5.191247
6182.658682	43.176796	5.179860
6184.454898	43.097988	5.246203
6184.436531	43.111667	5.234844
6184.402974	43.137594	5.213297
6184.371064	43.163517	5.191731
6184.354896	43.177190	5.180347
6174.531642	43.174903	5.177520
6174.515104	43.188597	5.166112
6174.485080	43.214553	5.144473
6174.456790	43.240504	5.122815
6174.442566	43.254193	5.111383
6176.227853	43.175299	5.178008
6176.211458	43.188989	5.166604
6176.181693	43.214937	5.144971
6176.153648	43.240882	5.123320
6176.139547	43.254567	5.111891
6179.443267	43.176048	5.178935
6179.427143	43.189731	5.167536
6179.397869	43.215666	5.145915
6179.370288	43.241598	5.124275
